"Base Gene ID","Manuscript Gene ID","Manuscript Transcript ID","Genome Portal Gene ID","Genome Portal Transcript ID"
"G022087","HVAEP1_G022087","HVAEP1_T022087.2","HVAEP12.G022087","HVAEP12.T022087.2"
"G022088","HVAEP1_G022088","HVAEP1_T022088.1","HVAEP12.G022088","HVAEP12.T022088.1"
"G022089","HVAEP1_G022089","HVAEP1_T022089.1","HVAEP12.G022089","HVAEP12.T022089.1"
"G022090","HVAEP1_G022090","HVAEP1_T022090.1","HVAEP12.G022090","HVAEP12.T022090.1"
"G022090","HVAEP1_G022090","HVAEP1_T022090.2","HVAEP12.G022090","HVAEP12.T022090.2"
"G022090","HVAEP1_G022090","HVAEP1_T022090.3","HVAEP12.G022090","HVAEP12.T022090.3"
"G022091","HVAEP1_G022091","HVAEP1_T022091.1","HVAEP12.G022091","HVAEP12.T022091.1"
"G022092","HVAEP1_G022092","HVAEP1_T022092.1","HVAEP12.G022092","HVAEP12.T022092.1"
"G022092","HVAEP1_G022092","HVAEP1_T022092.2","HVAEP12.G022092","HVAEP12.T022092.2"
"G022092","HVAEP1_G022092","HVAEP1_T022092.3","HVAEP12.G022092","HVAEP12.T022092.3"
"G022093","HVAEP1_G022093","HVAEP1_T022093.1","HVAEP12.G022093","HVAEP12.T022093.1"
"G022094","HVAEP1_G022094","HVAEP1_T022094.1","HVAEP12.G022094","HVAEP12.T022094.1"
"G022095","HVAEP1_G022095","HVAEP1_T022095.1","HVAEP12.G022095","HVAEP12.T022095.1"
"G022096","HVAEP1_G022096","HVAEP1_T022096.1","HVAEP12.G022096","HVAEP12.T022096.1"
"G022097","HVAEP1_G022097","HVAEP1_T022097.1","HVAEP12.G022097","HVAEP12.T022097.1"
"G022097","HVAEP1_G022097","HVAEP1_T022097.2","HVAEP12.G022097","HVAEP12.T022097.2"
"G022098","HVAEP1_G022098","HVAEP1_T022098.1","HVAEP12.G022098","HVAEP12.T022098.1"
"G022099","HVAEP1_G022099","HVAEP1_T022099.1","HVAEP12.G022099","HVAEP12.T022099.1"
"G022099","HVAEP1_G022099","HVAEP1_T022099.2","HVAEP12.G022099","HVAEP12.T022099.2"
"G022099","HVAEP1_G022099","HVAEP1_T022099.3","HVAEP12.G022099","HVAEP12.T022099.3"
"G022100","HVAEP1_G022100","HVAEP1_T022100.1","HVAEP12.G022100","HVAEP12.T022100.1"
"G022101","HVAEP1_G022101","HVAEP1_T022101.1","HVAEP12.G022101","HVAEP12.T022101.1"
"G022102","HVAEP1_G022102","HVAEP1_T022102.1","HVAEP12.G022102","HVAEP12.T022102.1"
"G022103","HVAEP1_G022103","HVAEP1_T022103.1","HVAEP12.G022103","HVAEP12.T022103.1"
"G022104","HVAEP1_G022104","HVAEP1_T022104.1","HVAEP12.G022104","HVAEP12.T022104.1"
"G022105","HVAEP1_G022105","HVAEP1_T022105.1","HVAEP12.G022105","HVAEP12.T022105.1"
"G022106","HVAEP1_G022106","HVAEP1_T022106.1","HVAEP12.G022106","HVAEP12.T022106.1"
"G022107","HVAEP1_G022107","HVAEP1_T022107.1","HVAEP12.G022107","HVAEP12.T022107.1"
"G022108","HVAEP1_G022108","HVAEP1_T022108.1","HVAEP12.G022108","HVAEP12.T022108.1"
"G022108","HVAEP1_G022108","HVAEP1_T022108.2","HVAEP12.G022108","HVAEP12.T022108.2"
"G022109","HVAEP1_G022109","HVAEP1_T022109.1","HVAEP12.G022109","HVAEP12.T022109.1"
"G022110","HVAEP1_G022110","HVAEP1_T022110.1","HVAEP12.G022110","HVAEP12.T022110.1"
"G022111","HVAEP1_G022111","HVAEP1_T022111.1","HVAEP12.G022111","HVAEP12.T022111.1"
"G022112","HVAEP1_G022112","HVAEP1_T022112.1","HVAEP12.G022112","HVAEP12.T022112.1"
"G022113","HVAEP1_G022113","HVAEP1_T022113.1","HVAEP12.G022113","HVAEP12.T022113.1"
"G022113","HVAEP1_G022113","HVAEP1_T022113.2","HVAEP12.G022113","HVAEP12.T022113.2"
"G022113","HVAEP1_G022113","HVAEP1_T022113.3","HVAEP12.G022113","HVAEP12.T022113.3"
"G022114","HVAEP1_G022114","HVAEP1_T022114.1","HVAEP12.G022114","HVAEP12.T022114.1"
"G022115","HVAEP1_G022115","HVAEP1_T022115.1","HVAEP12.G022115","HVAEP12.T022115.1"
"G022116","HVAEP1_G022116","HVAEP1_T022116.1","HVAEP12.G022116","HVAEP12.T022116.1"
"G022117","HVAEP1_G022117","HVAEP1_T022117.1","HVAEP12.G022117","HVAEP12.T022117.1"
"G022118","HVAEP1_G022118","HVAEP1_T022118.1","HVAEP12.G022118","HVAEP12.T022118.1"
"G022119","HVAEP1_G022119","HVAEP1_T022119.1","HVAEP12.G022119","HVAEP12.T022119.1"
"G022120","HVAEP1_G022120","HVAEP1_T022120.1","HVAEP12.G022120","HVAEP12.T022120.1"
"G022121","HVAEP1_G022121","HVAEP1_T022121.1","HVAEP12.G022121","HVAEP12.T022121.1"
"G022122","HVAEP1_G022122","HVAEP1_T022122.1","HVAEP12.G022122","HVAEP12.T022122.1"
"G022123","HVAEP1_G022123","HVAEP1_T022123.1","HVAEP12.G022123","HVAEP12.T022123.1"
"G022123","HVAEP1_G022123","HVAEP1_T022123.2","HVAEP12.G022123","HVAEP12.T022123.2"
"G022124","HVAEP1_G022124","HVAEP1_T022124.1","HVAEP12.G022124","HVAEP12.T022124.1"
"G022125","HVAEP1_G022125","HVAEP1_T022125.1","HVAEP12.G022125","HVAEP12.T022125.1"
"G022126","HVAEP1_G022126","HVAEP1_T022126.1","HVAEP12.G022126","HVAEP12.T022126.1"
"G022127","HVAEP1_G022127","HVAEP1_T022127.1","HVAEP12.G022127","HVAEP12.T022127.1"
"G022128","HVAEP1_G022128","HVAEP1_T022128.1","HVAEP12.G022128","HVAEP12.T022128.1"
"G022128","HVAEP1_G022128","HVAEP1_T022128.2","HVAEP12.G022128","HVAEP12.T022128.2"
"G022128","HVAEP1_G022128","HVAEP1_T022128.3","HVAEP12.G022128","HVAEP12.T022128.3"
"G022128","HVAEP1_G022128","HVAEP1_T022128.4","HVAEP12.G022128","HVAEP12.T022128.4"
"G022128","HVAEP1_G022128","HVAEP1_T022128.5","HVAEP12.G022128","HVAEP12.T022128.5"
"G022129","HVAEP1_G022129","HVAEP1_T022129.1","HVAEP12.G022129","HVAEP12.T022129.1"
"G022129","HVAEP1_G022129","HVAEP1_T022129.2","HVAEP12.G022129","HVAEP12.T022129.2"
"G022130","HVAEP1_G022130","HVAEP1_T022130.1","HVAEP12.G022130","HVAEP12.T022130.1"
"G022130","HVAEP1_G022130","HVAEP1_T022130.2","HVAEP12.G022130","HVAEP12.T022130.2"
"G022131","HVAEP1_G022131","HVAEP1_T022131.1","HVAEP12.G022131","HVAEP12.T022131.1"
"G022131","HVAEP1_G022131","HVAEP1_T022131.2","HVAEP12.G022131","HVAEP12.T022131.2"
"G022132","HVAEP1_G022132","HVAEP1_T022132.1","HVAEP12.G022132","HVAEP12.T022132.1"
"G022133","HVAEP1_G022133","HVAEP1_T022133.1","HVAEP12.G022133","HVAEP12.T022133.1"
"G022134","HVAEP1_G022134","HVAEP1_T022134.1","HVAEP12.G022134","HVAEP12.T022134.1"
"G022134","HVAEP1_G022134","HVAEP1_T022134.2","HVAEP12.G022134","HVAEP12.T022134.2"
"G022135","HVAEP1_G022135","HVAEP1_T022135.1","HVAEP12.G022135","HVAEP12.T022135.1"
"G022136","HVAEP1_G022136","HVAEP1_T022136.1","HVAEP12.G022136","HVAEP12.T022136.1"
"G022137","HVAEP1_G022137","HVAEP1_T022137.1","HVAEP12.G022137","HVAEP12.T022137.1"
"G022138","HVAEP1_G022138","HVAEP1_T022138.1","HVAEP12.G022138","HVAEP12.T022138.1"
"G022139","HVAEP1_G022139","HVAEP1_T022139.1","HVAEP12.G022139","HVAEP12.T022139.1"
"G022140","HVAEP1_G022140","HVAEP1_T022140.1","HVAEP12.G022140","HVAEP12.T022140.1"
"G022141","HVAEP1_G022141","HVAEP1_T022141.1","HVAEP12.G022141","HVAEP12.T022141.1"
"G022142","HVAEP1_G022142","HVAEP1_T022142.1","HVAEP12.G022142","HVAEP12.T022142.1"
"G022143","HVAEP1_G022143","HVAEP1_T022143.1","HVAEP12.G022143","HVAEP12.T022143.1"
"G022143","HVAEP1_G022143","HVAEP1_T022143.2","HVAEP12.G022143","HVAEP12.T022143.2"
"G022143","HVAEP1_G022143","HVAEP1_T022143.3","HVAEP12.G022143","HVAEP12.T022143.3"
"G022144","HVAEP1_G022144","HVAEP1_T022144.1","HVAEP12.G022144","HVAEP12.T022144.1"
"G022144","HVAEP1_G022144","HVAEP1_T022144.2","HVAEP12.G022144","HVAEP12.T022144.2"
"G022145","HVAEP1_G022145","HVAEP1_T022145.1","HVAEP12.G022145","HVAEP12.T022145.1"
"G022146","HVAEP1_G022146","HVAEP1_T022146.1","HVAEP12.G022146","HVAEP12.T022146.1"
"G022146","HVAEP1_G022146","HVAEP1_T022146.2","HVAEP12.G022146","HVAEP12.T022146.2"
"G022146","HVAEP1_G022146","HVAEP1_T022146.3","HVAEP12.G022146","HVAEP12.T022146.3"
"G022146","HVAEP1_G022146","HVAEP1_T022146.4","HVAEP12.G022146","HVAEP12.T022146.4"
"G022147","HVAEP1_G022147","HVAEP1_T022147.1","HVAEP12.G022147","HVAEP12.T022147.1"
"G022148","HVAEP1_G022148","HVAEP1_T022148.1","HVAEP12.G022148","HVAEP12.T022148.1"
"G022149","HVAEP1_G022149","HVAEP1_T022149.1","HVAEP12.G022149","HVAEP12.T022149.1"
"G022150","HVAEP1_G022150","HVAEP1_T022150.1","HVAEP12.G022150","HVAEP12.T022150.1"
"G022151","HVAEP1_G022151","HVAEP1_T022151.1","HVAEP12.G022151","HVAEP12.T022151.1"
"G022152","HVAEP1_G022152","HVAEP1_T022152.1","HVAEP12.G022152","HVAEP12.T022152.1"
"G022153","HVAEP1_G022153","HVAEP1_T022153.1","HVAEP12.G022153","HVAEP12.T022153.1"
"G022154","HVAEP1_G022154","HVAEP1_T022154.1","HVAEP12.G022154","HVAEP12.T022154.1"
"G022155","HVAEP1_G022155","HVAEP1_T022155.1","HVAEP12.G022155","HVAEP12.T022155.1"
"G022156","HVAEP1_G022156","HVAEP1_T022156.1","HVAEP12.G022156","HVAEP12.T022156.1"
"G022157","HVAEP1_G022157","HVAEP1_T022157.1","HVAEP12.G022157","HVAEP12.T022157.1"
"G022158","HVAEP1_G022158","HVAEP1_T022158.1","HVAEP12.G022158","HVAEP12.T022158.1"
"G022158","HVAEP1_G022158","HVAEP1_T022158.2","HVAEP12.G022158","HVAEP12.T022158.2"
"G022158","HVAEP1_G022158","HVAEP1_T022158.3","HVAEP12.G022158","HVAEP12.T022158.3"
"G022158","HVAEP1_G022158","HVAEP1_T022158.4","HVAEP12.G022158","HVAEP12.T022158.4"
"G022159","HVAEP1_G022159","HVAEP1_T022159.1","HVAEP12.G022159","HVAEP12.T022159.1"
"G022159","HVAEP1_G022159","HVAEP1_T022159.2","HVAEP12.G022159","HVAEP12.T022159.2"
"G022159","HVAEP1_G022159","HVAEP1_T022159.3","HVAEP12.G022159","HVAEP12.T022159.3"
"G022160","HVAEP1_G022160","HVAEP1_T022160.1","HVAEP12.G022160","HVAEP12.T022160.1"
"G022161","HVAEP1_G022161","HVAEP1_T022161.1","HVAEP12.G022161","HVAEP12.T022161.1"
"G022162","HVAEP1_G022162","HVAEP1_T022162.1","HVAEP12.G022162","HVAEP12.T022162.1"
"G022162","HVAEP1_G022162","HVAEP1_T022162.2","HVAEP12.G022162","HVAEP12.T022162.2"
"G022163","HVAEP1_G022163","HVAEP1_T022163.1","HVAEP12.G022163","HVAEP12.T022163.1"
"G022164","HVAEP1_G022164","HVAEP1_T022164.1","HVAEP12.G022164","HVAEP12.T022164.1"
"G022165","HVAEP1_G022165","HVAEP1_T022165.1","HVAEP12.G022165","HVAEP12.T022165.1"
"G022166","HVAEP1_G022166","HVAEP1_T022166.1","HVAEP12.G022166","HVAEP12.T022166.1"
"G022166","HVAEP1_G022166","HVAEP1_T022166.2","HVAEP12.G022166","HVAEP12.T022166.2"
"G022166","HVAEP1_G022166","HVAEP1_T022166.3","HVAEP12.G022166","HVAEP12.T022166.3"
"G022167","HVAEP1_G022167","HVAEP1_T022167.1","HVAEP12.G022167","HVAEP12.T022167.1"
"G022167","HVAEP1_G022167","HVAEP1_T022167.2","HVAEP12.G022167","HVAEP12.T022167.2"
"G022168","HVAEP1_G022168","HVAEP1_T022168.1","HVAEP12.G022168","HVAEP12.T022168.1"
"G022169","HVAEP1_G022169","HVAEP1_T022169.1","HVAEP12.G022169","HVAEP12.T022169.1"
"G022170","HVAEP1_G022170","HVAEP1_T022170.1","HVAEP12.G022170","HVAEP12.T022170.1"
"G022170","HVAEP1_G022170","HVAEP1_T022170.2","HVAEP12.G022170","HVAEP12.T022170.2"
"G022171","HVAEP1_G022171","HVAEP1_T022171.1","HVAEP12.G022171","HVAEP12.T022171.1"
"G022172","HVAEP1_G022172","HVAEP1_T022172.1","HVAEP12.G022172","HVAEP12.T022172.1"
"G022173","HVAEP1_G022173","HVAEP1_T022173.1","HVAEP12.G022173","HVAEP12.T022173.1"
"G022173","HVAEP1_G022173","HVAEP1_T022173.2","HVAEP12.G022173","HVAEP12.T022173.2"
"G022173","HVAEP1_G022173","HVAEP1_T022173.3","HVAEP12.G022173","HVAEP12.T022173.3"
"G022174","HVAEP1_G022174","HVAEP1_T022174.1","HVAEP12.G022174","HVAEP12.T022174.1"
"G022175","HVAEP1_G022175","HVAEP1_T022175.1","HVAEP12.G022175","HVAEP12.T022175.1"
"G022176","HVAEP1_G022176","HVAEP1_T022176.1","HVAEP12.G022176","HVAEP12.T022176.1"
"G022177","HVAEP1_G022177","HVAEP1_T022177.1","HVAEP12.G022177","HVAEP12.T022177.1"
"G022178","HVAEP1_G022178","HVAEP1_T022178.1","HVAEP12.G022178","HVAEP12.T022178.1"
"G022179","HVAEP1_G022179","HVAEP1_T022179.1","HVAEP12.G022179","HVAEP12.T022179.1"
"G022179","HVAEP1_G022179","HVAEP1_T022179.2","HVAEP12.G022179","HVAEP12.T022179.2"
"G022179","HVAEP1_G022179","HVAEP1_T022179.3","HVAEP12.G022179","HVAEP12.T022179.3"
"G022180","HVAEP1_G022180","HVAEP1_T022180.1","HVAEP12.G022180","HVAEP12.T022180.1"
"G022181","HVAEP1_G022181","HVAEP1_T022181.1","HVAEP12.G022181","HVAEP12.T022181.1"
"G022182","HVAEP1_G022182","HVAEP1_T022182.1","HVAEP12.G022182","HVAEP12.T022182.1"
"G022183","HVAEP1_G022183","HVAEP1_T022183.1","HVAEP12.G022183","HVAEP12.T022183.1"
"G022183","HVAEP1_G022183","HVAEP1_T022183.2","HVAEP12.G022183","HVAEP12.T022183.2"
"G022183","HVAEP1_G022183","HVAEP1_T022183.3","HVAEP12.G022183","HVAEP12.T022183.3"
"G022184","HVAEP1_G022184","HVAEP1_T022184.1","HVAEP12.G022184","HVAEP12.T022184.1"
"G022185","HVAEP1_G022185","HVAEP1_T022185.1","HVAEP12.G022185","HVAEP12.T022185.1"
"G022186","HVAEP1_G022186","HVAEP1_T022186.1","HVAEP12.G022186","HVAEP12.T022186.1"
"G022187","HVAEP1_G022187","HVAEP1_T022187.1","HVAEP12.G022187","HVAEP12.T022187.1"
"G022188","HVAEP1_G022188","HVAEP1_T022188.1","HVAEP12.G022188","HVAEP12.T022188.1"
"G022188","HVAEP1_G022188","HVAEP1_T022188.2","HVAEP12.G022188","HVAEP12.T022188.2"
"G022189","HVAEP1_G022189","HVAEP1_T022189.1","HVAEP12.G022189","HVAEP12.T022189.1"
"G022189","HVAEP1_G022189","HVAEP1_T022189.2","HVAEP12.G022189","HVAEP12.T022189.2"
"G022189","HVAEP1_G022189","HVAEP1_T022189.3","HVAEP12.G022189","HVAEP12.T022189.3"
"G022189","HVAEP1_G022189","HVAEP1_T022189.4","HVAEP12.G022189","HVAEP12.T022189.4"
"G022189","HVAEP1_G022189","HVAEP1_T022189.5","HVAEP12.G022189","HVAEP12.T022189.5"
"G022190","HVAEP1_G022190","HVAEP1_T022190.1","HVAEP12.G022190","HVAEP12.T022190.1"
"G022191","HVAEP1_G022191","HVAEP1_T022191.1","HVAEP12.G022191","HVAEP12.T022191.1"
"G022192","HVAEP1_G022192","HVAEP1_T022192.1","HVAEP12.G022192","HVAEP12.T022192.1"
"G022193","HVAEP1_G022193","HVAEP1_T022193.1","HVAEP12.G022193","HVAEP12.T022193.1"
"G022193","HVAEP1_G022193","HVAEP1_T022193.2","HVAEP12.G022193","HVAEP12.T022193.2"
"G022193","HVAEP1_G022193","HVAEP1_T022193.3","HVAEP12.G022193","HVAEP12.T022193.3"
"G022194","HVAEP1_G022194","HVAEP1_T022194.1","HVAEP12.G022194","HVAEP12.T022194.1"
"G022195","HVAEP1_G022195","HVAEP1_T022195.1","HVAEP12.G022195","HVAEP12.T022195.1"
"G022196","HVAEP1_G022196","HVAEP1_T022196.1","HVAEP12.G022196","HVAEP12.T022196.1"
"G022197","HVAEP1_G022197","HVAEP1_T022197.1","HVAEP12.G022197","HVAEP12.T022197.1"
"G022198","HVAEP1_G022198","HVAEP1_T022198.1","HVAEP12.G022198","HVAEP12.T022198.1"
"G022199","HVAEP1_G022199","HVAEP1_T022199.1","HVAEP12.G022199","HVAEP12.T022199.1"
"G022200","HVAEP1_G022200","HVAEP1_T022200.1","HVAEP12.G022200","HVAEP12.T022200.1"
"G022201","HVAEP1_G022201","HVAEP1_T022201.1","HVAEP12.G022201","HVAEP12.T022201.1"
"G022202","HVAEP1_G022202","HVAEP1_T022202.1","HVAEP12.G022202","HVAEP12.T022202.1"
"G022203","HVAEP1_G022203","HVAEP1_T022203.1","HVAEP12.G022203","HVAEP12.T022203.1"
"G022204","HVAEP1_G022204","HVAEP1_T022204.1","HVAEP12.G022204","HVAEP12.T022204.1"
"G022205","HVAEP1_G022205","HVAEP1_T022205.1","HVAEP12.G022205","HVAEP12.T022205.1"
"G022206","HVAEP1_G022206","HVAEP1_T022206.1","HVAEP12.G022206","HVAEP12.T022206.1"
"G022207","HVAEP1_G022207","HVAEP1_T022207.1","HVAEP12.G022207","HVAEP12.T022207.1"
"G022208","HVAEP1_G022208","HVAEP1_T022208.1","HVAEP12.G022208","HVAEP12.T022208.1"
"G022208","HVAEP1_G022208","HVAEP1_T022208.2","HVAEP12.G022208","HVAEP12.T022208.2"
"G022209","HVAEP1_G022209","HVAEP1_T022209.1","HVAEP12.G022209","HVAEP12.T022209.1"
"G022210","HVAEP1_G022210","HVAEP1_T022210.1","HVAEP12.G022210","HVAEP12.T022210.1"
"G022211","HVAEP1_G022211","HVAEP1_T022211.1","HVAEP12.G022211","HVAEP12.T022211.1"
"G022212","HVAEP1_G022212","HVAEP1_T022212.1","HVAEP12.G022212","HVAEP12.T022212.1"
"G022213","HVAEP1_G022213","HVAEP1_T022213.1","HVAEP12.G022213","HVAEP12.T022213.1"
"G022213","HVAEP1_G022213","HVAEP1_T022213.2","HVAEP12.G022213","HVAEP12.T022213.2"
"G022213","HVAEP1_G022213","HVAEP1_T022213.3","HVAEP12.G022213","HVAEP12.T022213.3"
"G022213","HVAEP1_G022213","HVAEP1_T022213.4","HVAEP12.G022213","HVAEP12.T022213.4"
"G022213","HVAEP1_G022213","HVAEP1_T022213.5","HVAEP12.G022213","HVAEP12.T022213.5"
"G022214","HVAEP1_G022214","HVAEP1_T022214.1","HVAEP12.G022214","HVAEP12.T022214.1"
"G022215","HVAEP1_G022215","HVAEP1_T022215.1","HVAEP12.G022215","HVAEP12.T022215.1"
"G022216","HVAEP1_G022216","HVAEP1_T022216.1","HVAEP12.G022216","HVAEP12.T022216.1"
"G022217","HVAEP1_G022217","HVAEP1_T022217.1","HVAEP12.G022217","HVAEP12.T022217.1"
"G022218","HVAEP1_G022218","HVAEP1_T022218.1","HVAEP12.G022218","HVAEP12.T022218.1"
"G022219","HVAEP1_G022219","HVAEP1_T022219.1","HVAEP12.G022219","HVAEP12.T022219.1"
"G022220","HVAEP1_G022220","HVAEP1_T022220.1","HVAEP12.G022220","HVAEP12.T022220.1"
"G022221","HVAEP1_G022221","HVAEP1_T022221.1","HVAEP12.G022221","HVAEP12.T022221.1"
"G022222","HVAEP1_G022222","HVAEP1_T022222.1","HVAEP12.G022222","HVAEP12.T022222.1"
"G022223","HVAEP1_G022223","HVAEP1_T022223.1","HVAEP12.G022223","HVAEP12.T022223.1"
"G022224","HVAEP1_G022224","HVAEP1_T022224.1","HVAEP12.G022224","HVAEP12.T022224.1"
"G022225","HVAEP1_G022225","HVAEP1_T022225.1","HVAEP12.G022225","HVAEP12.T022225.1"
"G022226","HVAEP1_G022226","HVAEP1_T022226.1","HVAEP12.G022226","HVAEP12.T022226.1"
"G022227","HVAEP1_G022227","HVAEP1_T022227.1","HVAEP12.G022227","HVAEP12.T022227.1"
"G022228","HVAEP1_G022228","HVAEP1_T022228.1","HVAEP12.G022228","HVAEP12.T022228.1"
"G022229","HVAEP1_G022229","HVAEP1_T022229.1","HVAEP12.G022229","HVAEP12.T022229.1"
"G022230","HVAEP1_G022230","HVAEP1_T022230.1","HVAEP12.G022230","HVAEP12.T022230.1"
"G022230","HVAEP1_G022230","HVAEP1_T022230.2","HVAEP12.G022230","HVAEP12.T022230.2"
"G022231","HVAEP1_G022231","HVAEP1_T022231.1","HVAEP12.G022231","HVAEP12.T022231.1"
"G022232","HVAEP1_G022232","HVAEP1_T022232.1","HVAEP12.G022232","HVAEP12.T022232.1"
"G022233","HVAEP1_G022233","HVAEP1_T022233.1","HVAEP12.G022233","HVAEP12.T022233.1"
"G022234","HVAEP1_G022234","HVAEP1_T022234.1","HVAEP12.G022234","HVAEP12.T022234.1"
"G022234","HVAEP1_G022234","HVAEP1_T022234.2","HVAEP12.G022234","HVAEP12.T022234.2"
"G022235","HVAEP1_G022235","HVAEP1_T022235.1","HVAEP12.G022235","HVAEP12.T022235.1"
"G022236","HVAEP1_G022236","HVAEP1_T022236.1","HVAEP12.G022236","HVAEP12.T022236.1"
"G022236","HVAEP1_G022236","HVAEP1_T022236.2","HVAEP12.G022236","HVAEP12.T022236.2"
"G022236","HVAEP1_G022236","HVAEP1_T022236.3","HVAEP12.G022236","HVAEP12.T022236.3"
"G022237","HVAEP1_G022237","HVAEP1_T022237.1","HVAEP12.G022237","HVAEP12.T022237.1"
"G022238","HVAEP1_G022238","HVAEP1_T022238.1","HVAEP12.G022238","HVAEP12.T022238.1"
"G022239","HVAEP1_G022239","HVAEP1_T022239.1","HVAEP12.G022239","HVAEP12.T022239.1"
"G022239","HVAEP1_G022239","HVAEP1_T022239.2","HVAEP12.G022239","HVAEP12.T022239.2"
"G022240","HVAEP1_G022240","HVAEP1_T022240.1","HVAEP12.G022240","HVAEP12.T022240.1"
"G022241","HVAEP1_G022241","HVAEP1_T022241.1","HVAEP12.G022241","HVAEP12.T022241.1"
"G022241","HVAEP1_G022241","HVAEP1_T022241.2","HVAEP12.G022241","HVAEP12.T022241.2"
"G022242","HVAEP1_G022242","HVAEP1_T022242.1","HVAEP12.G022242","HVAEP12.T022242.1"
"G022242","HVAEP1_G022242","HVAEP1_T022242.2","HVAEP12.G022242","HVAEP12.T022242.2"
"G022243","HVAEP1_G022243","HVAEP1_T022243.1","HVAEP12.G022243","HVAEP12.T022243.1"
"G022244","HVAEP1_G022244","HVAEP1_T022244.1","HVAEP12.G022244","HVAEP12.T022244.1"
"G022244","HVAEP1_G022244","HVAEP1_T022244.2","HVAEP12.G022244","HVAEP12.T022244.2"
"G022244","HVAEP1_G022244","HVAEP1_T022244.3","HVAEP12.G022244","HVAEP12.T022244.3"
"G022245","HVAEP1_G022245","HVAEP1_T022245.1","HVAEP12.G022245","HVAEP12.T022245.1"
"G022246","HVAEP1_G022246","HVAEP1_T022246.1","HVAEP12.G022246","HVAEP12.T022246.1"
"G022247","HVAEP1_G022247","HVAEP1_T022247.1","HVAEP12.G022247","HVAEP12.T022247.1"
"G022248","HVAEP1_G022248","HVAEP1_T022248.1","HVAEP12.G022248","HVAEP12.T022248.1"
"G022249","HVAEP1_G022249","HVAEP1_T022249.1","HVAEP12.G022249","HVAEP12.T022249.1"
"G022250","HVAEP1_G022250","HVAEP1_T022250.1","HVAEP12.G022250","HVAEP12.T022250.1"
"G022251","HVAEP1_G022251","HVAEP1_T022251.1","HVAEP12.G022251","HVAEP12.T022251.1"
"G022252","HVAEP1_G022252","HVAEP1_T022252.1","HVAEP12.G022252","HVAEP12.T022252.1"
"G022253","HVAEP1_G022253","HVAEP1_T022253.1","HVAEP12.G022253","HVAEP12.T022253.1"
"G022254","HVAEP1_G022254","HVAEP1_T022254.1","HVAEP12.G022254","HVAEP12.T022254.1"
"G022255","HVAEP1_G022255","HVAEP1_T022255.1","HVAEP12.G022255","HVAEP12.T022255.1"
"G022256","HVAEP1_G022256","HVAEP1_T022256.1","HVAEP12.G022256","HVAEP12.T022256.1"
"G022257","HVAEP1_G022257","HVAEP1_T022257.1","HVAEP12.G022257","HVAEP12.T022257.1"
"G022258","HVAEP1_G022258","HVAEP1_T022258.1","HVAEP12.G022258","HVAEP12.T022258.1"
"G022259","HVAEP1_G022259","HVAEP1_T022259.1","HVAEP12.G022259","HVAEP12.T022259.1"
"G022259","HVAEP1_G022259","HVAEP1_T022259.2","HVAEP12.G022259","HVAEP12.T022259.2"
"G022260","HVAEP1_G022260","HVAEP1_T022260.1","HVAEP12.G022260","HVAEP12.T022260.1"
"G022261","HVAEP1_G022261","HVAEP1_T022261.1","HVAEP12.G022261","HVAEP12.T022261.1"
"G022262","HVAEP1_G022262","HVAEP1_T022262.1","HVAEP12.G022262","HVAEP12.T022262.1"
"G022263","HVAEP1_G022263","HVAEP1_T022263.1","HVAEP12.G022263","HVAEP12.T022263.1"
"G022264","HVAEP1_G022264","HVAEP1_T022264.1","HVAEP12.G022264","HVAEP12.T022264.1"
"G022265","HVAEP1_G022265","HVAEP1_T022265.1","HVAEP12.G022265","HVAEP12.T022265.1"
"G022265","HVAEP1_G022265","HVAEP1_T022265.2","HVAEP12.G022265","HVAEP12.T022265.2"
"G022265","HVAEP1_G022265","HVAEP1_T022265.3","HVAEP12.G022265","HVAEP12.T022265.3"
"G022266","HVAEP1_G022266","HVAEP1_T022266.1","HVAEP12.G022266","HVAEP12.T022266.1"
"G022266","HVAEP1_G022266","HVAEP1_T022266.2","HVAEP12.G022266","HVAEP12.T022266.2"
"G022266","HVAEP1_G022266","HVAEP1_T022266.3","HVAEP12.G022266","HVAEP12.T022266.3"
"G022267","HVAEP1_G022267","HVAEP1_T022267.1","HVAEP12.G022267","HVAEP12.T022267.1"
"G022267","HVAEP1_G022267","HVAEP1_T022267.2","HVAEP12.G022267","HVAEP12.T022267.2"
"G022267","HVAEP1_G022267","HVAEP1_T022267.3","HVAEP12.G022267","HVAEP12.T022267.3"
"G022268","HVAEP1_G022268","HVAEP1_T022268.1","HVAEP12.G022268","HVAEP12.T022268.1"
"G022269","HVAEP1_G022269","HVAEP1_T022269.1","HVAEP12.G022269","HVAEP12.T022269.1"
"G022270","HVAEP1_G022270","HVAEP1_T022270.1","HVAEP12.G022270","HVAEP12.T022270.1"
"G022270","HVAEP1_G022270","HVAEP1_T022270.2","HVAEP12.G022270","HVAEP12.T022270.2"
"G022270","HVAEP1_G022270","HVAEP1_T022270.3","HVAEP12.G022270","HVAEP12.T022270.3"
"G022271","HVAEP1_G022271","HVAEP1_T022271.1","HVAEP12.G022271","HVAEP12.T022271.1"
"G022272","HVAEP1_G022272","HVAEP1_T022272.1","HVAEP12.G022272","HVAEP12.T022272.1"
"G022273","HVAEP1_G022273","HVAEP1_T022273.1","HVAEP12.G022273","HVAEP12.T022273.1"
